Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Carpet,89098,PUBLIC LIBRARY,6/22/2015,$555.00 ,$12.76 ,0.23,$127.65 ,$127.65 ,Successful,6/25/2015,,94040C,,,3645724054,"$3,000 ",$0.00 ,$427.35 ,General Fund,0
Shelves,89099,PUBLIC LIBRARY,6/22/2015,$67.00 ,$1.54 ,0.23,$15.41 ,$15.41 ,Successful,7/23/2015,,"93132, 93137, 93138, 93131, 93133",,,3647521691,"$3,000 ",$0.00 ,$51.59 ,General Fund,0
4 Chairs,89109,ECD COMMUNICATIONS,6/23/2015,$20.50 ,$0.00 ,0.23,$4.72 ,$4.72 ,Successful,7/6/2015,,"ECD-93717, ECD-93691, ECD-93722, ECD-93721",,,Cashiers Check,"$3,000 ",$0.00 ,$15.79 ,Enterprise,0
4 Chairs,89110,ECD COMMUNICATIONS,6/23/2015,$11.00 ,$0.00 ,0.23,$2.53 ,$2.53 ,Successful,7/6/2015,,"ECD-93687, ECD-93702, ECD-93719, ECD-93694",,,Cashiers Check,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
4 Chairs,89111,ECD COMMUNICATIONS,6/23/2015,$20.01 ,$0.00 ,0.23,$4.60 ,$4.60 ,Successful,7/6/2015,,"ECD-93695, ECD-93697, ECD-93698, ECD-93690",,,Cashiers Check,"$3,000 ",$0.00 ,$15.41 ,Enterprise,0
Plans Hanger,89112,WATER SERVICES,6/23/2015,$43.00 ,$0.99 ,0.23,$9.89 ,$9.89 ,Successful,6/26/2015,,WS-93685,,,3645772118,"$3,000 ",$0.00 ,$33.11 ,Enterprise,0
2-Seat Chair,89113,RADIO COMMUNICATIONS,6/23/2015,$13.50 ,$0.31 ,0.23,$3.11 ,$3.11 ,Successful,6/24/2015,,RC-94207,,,3645622596,"$3,000 ",$0.00 ,$10.40 ,Enterprise,0
Myrtle Desk,89114,RADIO COMMUNICATIONS,6/23/2015,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,6/23/2015,,RC-94209,,,3645579083,"$3,000 ",$0.00 ,$19.25 ,Enterprise,0
Myrtle Desk,89115,RADIO COMMUNICATIONS,6/23/2015,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,6/23/2015,,RC-94210,,,3645608933,"$3,000 ",$0.00 ,$36.19 ,Enterprise,0
Desk,89116,RADIO COMMUNICATIONS,6/23/2015,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,6/25/2015,,RC-94211,,,3645729433,"$3,000 ",$0.00 ,$20.79 ,Enterprise,0
Table,89117,RADIO COMMUNICATIONS,6/23/2015,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,6/23/2015,,RC-94215,,,3645580342,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
2 Chairs,89118,RADIO COMMUNICATIONS,6/23/2015,$24.00 ,$0.55 ,0.23,$5.52 ,$5.52 ,Successful,6/25/2015,,"RC-94200, RC-94202",,,3645717277,"$3,000 ",$0.00 ,$18.48 ,Enterprise,0
2 Chairs,89119,RADIO COMMUNICATIONS,6/23/2015,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,6/25/2015,,"RC-94201, RC-94203",,,3645717284,"$3,000 ",$0.00 ,$19.25 ,Enterprise,0
2 Chairs,89120,RADIO COMMUNICATIONS,6/23/2015,$10.00 ,$0.00 ,0.23,$2.30 ,$2.30 ,Successful,6/25/2015,,"RC-94192, RC-94193",,,Money Order,"$3,000 ",$0.00 ,$7.70 ,Enterprise,0
2 Chairs,89121,RADIO COMMUNICATIONS,6/23/2015,$11.30 ,$0.00 ,0.23,$2.60 ,$2.60 ,Successful,6/25/2015,,"RC-94194, RC-94195",,,Money Order,"$3,000 ",$0.00 ,$8.70 ,Enterprise,0
2 Chairs,89122,RADIO COMMUNICATIONS,6/23/2015,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,6/24/2015,,"RC-94198, RC-94199",,,3645622616,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Office Chair,89123,RADIO COMMUNICATIONS,6/23/2015,$14.61 ,$0.00 ,0.23,$3.36 ,$3.36 ,Successful,6/25/2015,,RC-94197,,,Money Order,"$3,000 ",$0.00 ,$11.25 ,Enterprise,0
Office Chair,89124,RADIO COMMUNICATIONS,6/23/2015,$3.01 ,$0.00 ,0.23,$0.69 ,$0.69 ,Successful,7/6/2015,,RC-94196,,,Cashiers Check,"$3,000 ",$0.00 ,$2.32 ,Enterprise,0
Bar Stool,89125,RADIO COMMUNICATIONS,6/23/2015,$11.60 ,$0.00 ,0.23,$2.67 ,$2.67 ,Successful,7/7/2015,,RC-94205,,,Cashiers Check,"$3,000 ",$0.00 ,$8.93 ,Enterprise,0
Sofa,89126,RADIO COMMUNICATIONS,6/23/2015,$11.00 ,$0.00 ,0.23,$2.53 ,$2.53 ,Successful,6/25/2015,,RC-94214,,,Money Order,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Sofa,89127,RADIO COMMUNICATIONS,6/23/2015,$12.00 ,$0.00 ,0.23,$2.76 ,$2.76 ,Successful,6/25/2015,,RC-94213,,,Money Order,"$3,000 ",$0.00 ,$9.24 ,Enterprise,0
Milk Box,89128,SCHOOL BOARD WAREHOUSE,6/24/2015,$103.00 ,$2.37 ,0.23,$23.69 ,$23.69 ,Successful,6/24/2015,,SBS-7414,,,3645657662,"$3,000 ",$0.00 ,$79.31 ,Enterprise,0
Milk Box,89129,SCHOOL BOARD WAREHOUSE,6/24/2015,$52.01 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,6/24/2015,,SBS-7410,,,3645657667,"$3,000 ",$0.00 ,$40.05 ,Enterprise,0
Milk Box,89130,SCHOOL BOARD WAREHOUSE,6/24/2015,$9.00 ,$0.21 ,0.23,$2.07 ,$2.07 ,Successful,6/26/2015,,SBS-7416,,,3645817787,"$3,000 ",$0.00 ,$6.93 ,Enterprise,0
Milk Box,89131,SCHOOL BOARD WAREHOUSE,6/24/2015,$7.01 ,$0.00 ,0.23,$1.61 ,$1.61 ,Successful,7/1/2015,,SBS-7415,,,Money Order,"$3,000 ",$0.00 ,$5.40 ,Enterprise,0
Milk Box,89132,SCHOOL BOARD WAREHOUSE,6/24/2015,$15.00 ,$0.34 ,0.23,$3.45 ,$3.45 ,Successful,6/26/2015,,SBS-7426,,,3645761898,"$3,000 ",$0.00 ,$11.55 ,Enterprise,0
Cooler,89133,SCHOOL BOARD WAREHOUSE,6/24/2015,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,7/9/2015,,SBS-7417,,,3646634896,"$3,000 ",$0.00 ,$32.34 ,Enterprise,0
Serving Line,89134,SCHOOL BOARD WAREHOUSE,6/24/2015,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,6/30/2015,,SBS-7418,,,3646059506,"$3,000 ",$0.00 ,$19.25 ,Enterprise,0
Serving Line,89135,SCHOOL BOARD WAREHOUSE,6/24/2015,$27.01 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,6/24/2015,,SBS-7409,,,3645647065,"$3,000 ",$0.00 ,$20.80 ,Enterprise,0
Warmer,89136,SCHOOL BOARD WAREHOUSE,6/24/2015,$21.00 ,$0.00 ,0.23,$4.83 ,$4.83 ,Successful,7/1/2015,,SBS-7405,,,Money Order,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Warmer,89137,SCHOOL BOARD WAREHOUSE,6/24/2015,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,7/2/2015,,SBS-7404,,,3646242509,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Table Top Salad Bar,89138,SCHOOL BOARD WAREHOUSE,6/24/2015,$10.00 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,7/2/2015,,SBS-7406A,,,3646242512,"$3,000 ",$0.00 ,$7.70 ,Enterprise,0
Table Top Salad Bar,89139,SCHOOL BOARD WAREHOUSE,6/24/2015,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,6/26/2015,,SBS-7406B,,,3645761900,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Table Top Salad Bar,89140,SCHOOL BOARD WAREHOUSE,6/24/2015,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,6/30/2015,,SBS-7406C,,,3646056787,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
Storage Bin,89141,SCHOOL BOARD WAREHOUSE,6/24/2015,$32.00 ,$0.74 ,0.23,$7.36 ,$7.36 ,Successful,6/24/2015,,SBS-7407,,,3645647074,"$3,000 ",$0.00 ,$24.64 ,Enterprise,0
Cheese Warmer,89142,SCHOOL BOARD WAREHOUSE,6/24/2015,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,6/24/2015,,SBS-7411,,,3645682399,"$3,000 ",$0.00 ,$32.34 ,Enterprise,0
5 Cafeteria Tables,89143,SCHOOL BOARD WAREHOUSE,6/24/2015,$48.78 ,$1.12 ,0.23,$11.22 ,$11.22 ,Successful,6/24/2015,,SBS-7424A,,,3645664622,"$3,000 ",$0.00 ,$37.56 ,Enterprise,0
5 Cafeteria Tables,89144,SCHOOL BOARD WAREHOUSE,6/24/2015,$36.01 ,$0.83 ,0.23,$8.28 ,$8.28 ,Successful,6/24/2015,,SBS-7424B,,,3645664772,"$3,000 ",$0.00 ,$27.73 ,Enterprise,0
2 Cafeteria Tables,89145,SCHOOL BOARD WAREHOUSE,6/24/2015,$33.68 ,$0.77 ,0.23,$7.75 ,$7.75 ,Successful,6/24/2015,,SBS-7424C,,,3645664903,"$3,000 ",$0.00 ,$25.93 ,Enterprise,0
Table,89146,SCHOOL BOARD WAREHOUSE,6/24/2015,$6.00 ,$0.00 ,0.23,$1.38 ,$1.38 ,Successful,7/6/2015,,SBS-7424D,,,Cashiers Check,"$3,000 ",$0.00 ,$4.62 ,Enterprise,0
2 Tables,89147,SCHOOL BOARD WAREHOUSE,6/24/2015,$15.00 ,$0.34 ,0.23,$3.45 ,$3.45 ,Successful,6/26/2015,,SBS-7424E,,,3645761901,"$3,000 ",$0.00 ,$11.55 ,Enterprise,0
Radios & Assorted Equipment,89149,RADIO COMMUNICATIONS,6/24/2015,$190.01 ,$4.37 ,0.23,$43.70 ,$43.70 ,Successful,6/24/2015,,"RC-92818, RC-92819",,,3645649580,"$3,000 ",$0.00 ,$146.31 ,Enterprise,0
2000 Hurst Tandem Trailer,89156,OFM-WATER SERVICES,6/24/2015,"$2,551.00 ",$0.00 ,0.23,$586.73 ,$586.73 ,Successful,6/24/2015,220755,,30F 4206,,Cashiers Check,"$3,000 ",$0.00 ,"$1,964.27 ",Enterprise,0
2000 Hurst Tandem Trailer,89157,OFM-WATER SERVICES,6/24/2015,"$2,025.00 ",$46.58 ,0.23,$465.75 ,$465.75 ,Successful,6/29/2015,220756,,30F 4207,,3645931960,"$3,000 ",$0.00 ,"$1,559.25 ",Enterprise,0
5 Cafeteria Tables,89158,SCHOOL BOARD WAREHOUSE,6/25/2015,$20.50 ,$0.47 ,0.23,$4.72 ,$4.72 ,Successful,6/29/2015,,SBS-7422A,,,3645938113,"$3,000 ",$0.00 ,$15.79 ,Enterprise,0
5 Cafeteria Tables,89159,SCHOOL BOARD WAREHOUSE,6/25/2015,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,6/25/2015,,SBS-7422B,,,3645710103,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
5 Cafeteria Tables,89160,SCHOOL BOARD WAREHOUSE,6/25/2015,$16.00 ,$0.00 ,0.23,$3.68 ,$3.68 ,Successful,6/25/2015,,SBS-7422C,,,Money Order,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
5 Cafeteria Tables,89161,SCHOOL BOARD WAREHOUSE,6/25/2015,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,6/25/2015,,SBS-7423A,,,3645748637,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
5 Cafeteria Tables,89162,SCHOOL BOARD WAREHOUSE,6/25/2015,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,7/5/2015,,SBS-7423B,,,3646362653,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
5 Cafeteria Tables,89163,SCHOOL BOARD WAREHOUSE,6/25/2015,$15.00 ,$0.34 ,0.23,$3.45 ,$3.45 ,Successful,7/14/2015,,SBS-7423C,,,3646920914,"$3,000 ",$0.00 ,$11.55 ,Enterprise,0
5 Cafeteria Tables,89164,SCHOOL BOARD WAREHOUSE,6/25/2015,$15.00 ,$0.34 ,0.23,$3.45 ,$3.45 ,Successful,6/30/2015,,SBS-7425A,,,3646056795,"$3,000 ",$0.00 ,$11.55 ,Enterprise,0
5 Cafeteria Tables,89165,SCHOOL BOARD WAREHOUSE,6/25/2015,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,6/29/2015,,SBS-7425B,,,3645957072,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
Cafeteria Table,89166,SCHOOL BOARD WAREHOUSE,6/25/2015,$11.69 ,$0.27 ,0.23,$2.69 ,$2.69 ,Successful,7/13/2015,,SBS-7425D,,,3646866502,"$3,000 ",$0.00 ,$9.00 ,Enterprise,0
Cafeteria Table,89167,SCHOOL BOARD WAREHOUSE,6/25/2015,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,7/13/2015,,SBS-7425C,,,3646866507,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
Spectrum Laptop Cart,89169,SCHOOL BOARD WAREHOUSE,6/25/2015,$30.14 ,$0.69 ,0.23,$6.93 ,$6.93 ,Successful,6/25/2015,,SBS-7432A,,,3645739914,"$3,000 ",$0.00 ,$23.21 ,Enterprise,0
Laptop Cart,89170,SCHOOL BOARD WAREHOUSE,6/25/2015,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,7/5/2015,,SBS-7432B,,,3646347048,"$3,000 ",$0.00 ,$12.32 ,Enterprise,0
Laptop Cart,89171,SCHOOL BOARD WAREHOUSE,6/25/2015,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,7/2/2015,,SBS-7432C,,,3646196634,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Laptop Cart,89172,SCHOOL BOARD WAREHOUSE,6/25/2015,$10.51 ,$0.24 ,0.23,$2.42 ,$2.42 ,Successful,6/25/2015,,SBS-7432D,,,3645716932,"$3,000 ",$0.00 ,$8.09 ,Enterprise,0
Laptop Cart,89173,SCHOOL BOARD WAREHOUSE,6/25/2015,$6.50 ,$0.15 ,0.23,$1.50 ,$1.50 ,Successful,6/25/2015,,SBS-7432E,,,3645717093,"$3,000 ",$0.00 ,$5.01 ,Enterprise,0
Laptop Cart,89175,SCHOOL BOARD WAREHOUSE,6/25/2015,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,7/2/2015,,SBS-7432G,,,3646196637,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Laptop Cart,89176,SCHOOL BOARD WAREHOUSE,6/25/2015,$52.13 ,$1.20 ,0.23,$11.99 ,$11.99 ,Successful,6/25/2015,,SBS-7436,,,3645739918,"$3,000 ",$0.00 ,$40.14 ,Enterprise,0
"Dell 17"" Flat Screen Monitor",89197,CIRCUIT COURT CLERK,6/29/2015,$30.00 ,$0.69 ,0.23,$6.90 ,$6.90 ,Successful,6/29/2015,,92271,,,3645965340,"$3,000 ",$0.00 ,$23.10 ,General Fund,0
Table,89198,JUVENILE COURT,6/29/2015,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,7/8/2015,,91558,,,3646531763,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Monitor,89211,GENERAL SESSIONS COURT,6/30/2015,$258.00 ,$5.93 ,0.23,$59.34 ,$59.34 ,Successful,6/30/2015,,94395,,,3646043364,"$3,000 ",$0.00 ,$198.66 ,General Fund,0
Dell Computer,89212,GENERAL SESSIONS COURT,6/30/2015,$54.00 ,$1.24 ,0.23,$12.42 ,$12.42 ,Successful,7/1/2015,,94343,,,3646134405,"$3,000 ",$0.00 ,$41.58 ,General Fund,0
Dell Computer,89213,GENERAL SESSIONS COURT,6/30/2015,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,7/8/2015,,94334,,,3646581879,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Computer,89214,GENERAL SESSIONS COURT,6/30/2015,$49.50 ,$0.00 ,0.23,$11.39 ,$11.39 ,Successful,7/9/2015,,94336,,,Cashiers Check,"$3,000 ",$0.00 ,$38.12 ,General Fund,0
Dell Computer,89215,GENERAL SESSIONS COURT,6/30/2015,$49.50 ,$0.00 ,0.23,$11.39 ,$11.39 ,Successful,7/9/2015,,94342,,,Cashiers Check,"$3,000 ",$0.00 ,$38.12 ,General Fund,0
Dell Laptop,89217,GENERAL SESSIONS COURT,6/30/2015,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,6/30/2015,,94346,,,3646056019,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Dell Laptop,89218,GENERAL SESSIONS COURT,6/30/2015,$37.00 ,$0.85 ,0.23,$8.51 ,$8.51 ,Successful,7/16/2015,,94344,,,3647063963,"$3,000 ",$0.00 ,$28.49 ,General Fund,0
2000 Hurst Tandem Trailer,89227,OFM-WATER SERVICES,7/1/2015,"$2,275.00 ",$0.00 ,0.23,$523.25 ,$523.25 ,Successful,7/1/2015,220758,,30F 4209,,Cashiers Check,"$3,000 ",$0.00 ,"$1,751.75 ",Enterprise,0
1990 Wil-Ro Tandem Trailer,89229,OFM-WATER SERVICES,7/1/2015,"$1,676.01 ",$38.55 ,0.23,$385.48 ,$385.48 ,Successful,7/6/2015,8899000,,30F 4178,,3646396202,"$3,000 ",$0.00 ,"$1,290.53 ",Enterprise,0
2000 Hurst Tandem Trailer,89231,OFM-WATER SERVICES,7/1/2015,"$2,600.00 ",$0.00 ,0.23,$598.00 ,$598.00 ,Successful,7/15/2015,220759,,30F 4210,,Cashiers Check,"$3,000 ",$0.00 ,"$2,002.00 ",Enterprise,0
Fryer,89248,SCHOOL BOARD WAREHOUSE,7/2/2015,$56.00 ,$1.29 ,0.23,$12.88 ,$12.88 ,Successful,7/2/2015,,SBS-7442,,,3646243544,"$3,000 ",$0.00 ,$43.12 ,Enterprise,0
Fryer,89249,SCHOOL BOARD WAREHOUSE,7/2/2015,$41.00 ,$0.94 ,0.23,$9.43 ,$9.43 ,Successful,7/2/2015,,SBS-7446,,,3646243550,"$3,000 ",$0.00 ,$31.57 ,Enterprise,0
Fryer,89250,SCHOOL BOARD WAREHOUSE,7/2/2015,$165.00 ,$3.80 ,0.23,$37.95 ,$37.95 ,Successful,7/2/2015,,SBS-7447,,,3646217192,"$3,000 ",$0.00 ,$127.05 ,Enterprise,0
Fryer,89251,SCHOOL BOARD WAREHOUSE,7/2/2015,$103.00 ,$0.00 ,0.23,$23.69 ,$23.69 ,Successful,7/20/2015,,SBS-7448,,,Money Order,"$3,000 ",$0.00 ,$79.31 ,Enterprise,0
Fryer,89252,SCHOOL BOARD WAREHOUSE,7/2/2015,$155.00 ,$3.56 ,0.23,$35.65 ,$35.65 ,Successful,7/2/2015,,SBS-7445,,,3646217199,"$3,000 ",$0.00 ,$119.35 ,Enterprise,0
Fryer,89253,SCHOOL BOARD WAREHOUSE,7/2/2015,$32.00 ,$0.74 ,0.23,$7.36 ,$7.36 ,Successful,7/2/2015,,SBS-7444,,,3646243557,"$3,000 ",$0.00 ,$24.64 ,Enterprise,0
Fryer,89254,SCHOOL BOARD WAREHOUSE,7/2/2015,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,7/2/2015,,SBS-7449,,,3646217206,"$3,000 ",$0.00 ,$40.04 ,Enterprise,0
Fryer,89255,SCHOOL BOARD WAREHOUSE,7/2/2015,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,7/6/2015,,SBS-7443,,,3646404908,"$3,000 ",$0.00 ,$43.89 ,Enterprise,0
Fryer,89256,SCHOOL BOARD WAREHOUSE,7/2/2015,$73.00 ,$1.68 ,0.23,$16.79 ,$16.79 ,Successful,7/3/2015,,SBS-7428,,,3646276731,"$3,000 ",$0.00 ,$56.21 ,Enterprise,0
3 Casio Keyboards,89257,SCHOOL BOARD WAREHOUSE,7/2/2015,$39.00 ,$0.90 ,0.23,$8.97 ,$8.97 ,Successful,7/21/2015,,SBS-7367D,,,3647405975,"$3,000 ",$0.00 ,$30.03 ,Enterprise,0
3 Casio Keyboards,89258,SCHOOL BOARD WAREHOUSE,7/2/2015,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,7/2/2015,,SBS-7367F,,,3646235142,"$3,000 ",$0.00 ,$20.79 ,Enterprise,0
7 Casio Keyboards,89259,SCHOOL BOARD WAREHOUSE,7/2/2015,$62.00 ,$0.00 ,0.23,$14.26 ,$14.26 ,Successful,7/9/2015,,SBS-7367H,,,Cashiers Check,"$3,000 ",$0.00 ,$47.74 ,Enterprise,0
3 Casio Keyboards,89260,SCHOOL BOARD WAREHOUSE,7/2/2015,$62.00 ,$1.43 ,0.23,$14.26 ,$14.26 ,Successful,7/7/2015,,SBS-7367E,,,3646473750,"$3,000 ",$0.00 ,$47.74 ,Enterprise,0
3 Casio Keyboards,89261,SCHOOL BOARD WAREHOUSE,7/2/2015,$83.00 ,$0.00 ,0.23,$19.09 ,$19.09 ,Successful,7/9/2015,,SBS-7367G,,,Cashiers Check,"$3,000 ",$0.00 ,$63.91 ,Enterprise,0
5 Stylist Chairs,89262,SCHOOL BOARD WAREHOUSE,7/2/2015,$184.00 ,$0.00 ,0.23,$42.32 ,$42.32 ,Successful,7/7/2015,,SBS-7461,,,Money Order,"$3,000 ",$0.00 ,$141.68 ,Enterprise,0
5 Stylist Chairs,89263,SCHOOL BOARD WAREHOUSE,7/2/2015,$73.00 ,$1.68 ,0.23,$16.79 ,$16.79 ,Successful,7/31/2015,,SBS-7462,,,3648138860,"$3,000 ",$0.00 ,$56.21 ,Enterprise,0
Cabinet,89264,SCHOOL BOARD WAREHOUSE,7/2/2015,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,7/3/2015,,SBS-7455A,,,3646299098,"$3,000 ",$0.00 ,$36.19 ,Enterprise,0
Cabinet,89265,SCHOOL BOARD WAREHOUSE,7/2/2015,$30.13 ,$0.69 ,0.23,$6.93 ,$6.93 ,Successful,7/3/2015,,SBS-7455B,,,3646299102,"$3,000 ",$0.00 ,$23.20 ,Enterprise,0
Desk,89269,RADIO COMMUNICATIONS,7/6/2015,$6.01 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,7/7/2015,,RC-94212,,,3646497669,"$3,000 ",$0.00 ,$4.63 ,Enterprise,0
Brother Fax Machine,89272,PUBLIC LIBRARY,7/6/2015,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,7/9/2015,,93134,,,3646632158,"$3,000 ",$0.00 ,$5.39 ,General Fund,0
Wood Shelving,89273,PUBLIC LIBRARY,7/6/2015,$42.00 ,$0.00 ,0.23,$9.66 ,$9.66 ,Successful,7/7/2015,,93079,,,Money Order,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
Nortel Telephones,89276,ITS,7/6/2015,$322.00 ,$7.41 ,0.23,$74.06 ,$74.06 ,Successful,7/8/2015,,94525,,,3646587343,"$3,000 ",$0.00 ,$247.94 ,General Fund,0
Nortel Telephones,89277,ITS,7/6/2015,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,7/13/2015,,94280,,,3646849178,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
Cole Book Case,89278,WATER SERVICES,7/6/2015,$27.55 ,$0.00 ,0.23,$6.34 ,$6.34 ,Successful,7/7/2015,,WS-93156,,,Money Order,"$3,000 ",$0.00 ,$21.21 ,Enterprise,0
Book Case,89279,WATER SERVICES,7/6/2015,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,7/20/2015,,WS-93155,,,3647294701,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Book Case,89280,WATER SERVICES,7/6/2015,$27.55 ,$0.00 ,0.23,$6.34 ,$6.34 ,Successful,7/7/2015,,WS-93154,,,Money Order,"$3,000 ",$0.00 ,$21.21 ,Enterprise,0
Desk w/Return,89281,WATER SERVICES,7/6/2015,$16.30 ,$0.37 ,0.23,$3.75 ,$3.75 ,Successful,7/21/2015,,WS-93151,,,3647390676,"$3,000 ",$0.00 ,$12.55 ,Enterprise,0
Desk,89282,WATER SERVICES,7/6/2015,$53.50 ,$1.23 ,0.23,$12.31 ,$12.31 ,Successful,7/6/2015,,WS-93152,,,3646400136,"$3,000 ",$0.00 ,$41.20 ,Enterprise,0
Desk,89283,WATER SERVICES,7/6/2015,$5.00 ,$0.12 ,0.23,$1.15 ,$1.15 ,Successful,7/7/2015,,WS-93150,,,3646503565,"$3,000 ",$0.00 ,$3.85 ,Enterprise,0
Meter Housings,89284,WATER SERVICES,7/6/2015,"$2,000.00 ",$0.00 ,0.23,$460.00 ,$460.00 ,Successful,7/9/2015,,WS-92906,,,Money Order,"$3,000 ",$0.00 ,"$1,540.00 ",Enterprise,0
Meter Housings,89285,WATER SERVICES,7/6/2015,"$1,975.00 ",$0.00 ,0.23,$454.25 ,$454.25 ,Successful,7/8/2015,,WS-92903,,,Money Order,"$3,000 ",$0.00 ,"$1,520.75 ",Enterprise,0
Meter Housings,89286,WATER SERVICES,7/6/2015,"$2,024.99 ",$46.57 ,0.23,$465.75 ,$465.75 ,Successful,7/8/2015,,WS-92904,,,3646575135,"$3,000 ",$0.00 ,"$1,559.24 ",Enterprise,0
Meter Housings,89287,WATER SERVICES,7/6/2015,"$1,675.00 ",$0.00 ,0.23,$385.25 ,$385.25 ,Successful,7/15/2015,,WS-92907,,,Cashiers Check,"$3,000 ",$0.00 ,"$1,289.75 ",Enterprise,0
"Dell 20"" Flat Screen Monitor",89288,GENERAL SESSIONS COURT,7/6/2015,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,7/9/2015,,94330,,,3646654948,"$3,000 ",$0.00 ,$17.71 ,General Fund,0
"Dell 19"" Flat Screen Monitor",89289,GENERAL SESSIONS COURT,7/6/2015,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,7/6/2015,,94327,,,3646400175,"$3,000 ",$0.00 ,$17.71 ,General Fund,0
"Dell 19"" Flat Screen Monitor",89290,GENERAL SESSIONS COURT,7/6/2015,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,7/9/2015,,94328,,,3646654953,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
"Dell 19"" Flat Screen Monitor",89291,GENERAL SESSIONS COURT,7/6/2015,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,7/9/2015,,94324,,,3646654955,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
Dell Computer,89292,GENERAL SESSIONS COURT,7/6/2015,$31.00 ,$0.00 ,0.23,$7.13 ,$7.13 ,Successful,7/9/2015,,94332,,,Cashiers Check,"$3,000 ",$0.00 ,$23.87 ,General Fund,0
